system:index,City,Latitude,Longitude,Population,average_masked_max,average_masked_mean,average_masked_min,average_masked_stdDev,city,.geo
0000000000000000009c,Siuri,23.9167,87.5333,67864,51.079566955566406,1.4662796873656077,0.0,2.2612687893714356,Siuri,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,Katihār,25.5385,87.5704,240565,35.94643783569336,1.3723969911940315,0.0,2.4865978874617443,Katihār,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,Usmānpur,24.7367,87.8676,17085,30.41316032409668,1.542657102007975,0.0,2.327597310365181,Usmānpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152,Rānipur,24.7442,87.8686,2844,30.41316032409668,1.5383051644219359,0.0,2.331629720473227,Rānipur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,Kola,22.43,87.87,25191,30.981220245361328,1.9504635882366945,0.0,2.476913831450456,Kola,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b,Tildānga,24.7893,87.8765,4378,30.41316032409668,1.4987341628463442,0.0,2.3261452046308113,Tildānga,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,Palāsgāchi,24.9833,87.9,8303,19.442190170288086,0.8977219466725603,0.0,1.1752214897034465,Palāsgāchi,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,Ballālpur,24.7386,87.9083,7217,30.41316032409668,1.5959307809416363,0.0,2.3411724686206123,Ballālpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,Tamlūk,22.3,87.9167,65306,30.819700241088867,1.7193091807077274,0.0,2.0399149469386284,Tamlūk,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,Imamnagar,24.745,87.9247,6933,30.41316032409668,1.5839270458496382,0.0,2.3469876219688253,Imamnagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156,Bartala,24.7082,87.9555,2814,30.41316032409668,1.5793112255576398,0.0,2.3498806058877753,Bartala,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,Jājigrām,24.4724,87.9589,6977,52.619712829589844,1.2881878390676356,0.0,2.3382601799229494,Jājigrām,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,Hilora,24.5055,87.9661,7667,31.30945587158203,1.311305636734945,0.0,1.8714754340211213,Hilora,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,Dhuliān,24.68,87.97,95706,30.41316032409668,1.5358734203887205,0.0,2.3449368989647295,Dhuliān,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,Bāgnān,22.47,87.97,10996,30.981220245361328,2.4672917558584966,0.0,2.8253171149210603,Bāgnān,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158,Sikdārpur,24.6463,87.9781,2691,30.41316032409668,1.4977128155298018,0.0,2.3487228633390385,Sikdārpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146,Jālādipur,24.6356,87.9902,3319,30.41316032409668,1.433349064745586,0.0,2.297436101747723,Jālādipur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,Raghunandanpur,24.468,88.054,8005,52.619712829589844,1.1834022380589437,0.0,2.3930722989773696,Raghunandanpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,Mahadipur,24.8566,88.1248,8638,29.283414840698242,1.414021247690354,0.0,2.623313617564494,Mahadipur,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,Pujali,22.4601,88.134,37047,105.13701629638672,5.350259590463458,0.0,8.070546213534133,Pujali,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,Pānchla,22.54,88.14,26432,105.13701629638672,6.632150295549224,0.0,9.868265420919005,Pānchla,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,Baj Baj,22.4737,88.1739,76837,105.13701629638672,7.9699644817512745,0.0,12.10401382037597,Baj Baj,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,Diamond Harbour,22.1927,88.1895,41802,289.9259948730469,3.535632702039695,0.0,12.212268143307222,Diamond Harbour,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138,Baniara,22.6008,88.2121,3834,105.13701629638672,12.386863397147504,0.0,15.901730611647466,Baniara,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,Dumjor,22.64,88.22,18433,105.13701629638672,12.01644099304683,0.0,15.499854591099506,Dumjor,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,Sānkrāil,22.57,88.24,29114,105.13701629638672,15.04420438775355,0.0,17.1255097753148,Sānkrāil,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,Begampur,22.74,88.24,10487,62.009521484375,7.507397185574846,0.0,8.782872903139307,Begampur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,Baharampur,24.1,88.25,195223,25.55859375,1.704187772393828,0.0,2.4648153642875643,Baharampur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133,Chanditala,22.6909,88.2662,3984,105.13701629638672,12.85372742614476,0.0,15.531036280929346,Chanditala,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,Hāora,22.58,88.3294,1077075,107.9158935546875,19.17029715760884,0.0,17.39929548539946,Hāora,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,Shrīrāmpur,22.75,88.34,181842,93.83283996582031,11.217434244109745,0.0,12.709675261544692,Shrīrāmpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,Chandannagar,22.8671,88.3674,166867,35.93785858154297,6.120803464988937,0.0,6.256263413194232,Chandannagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,Kolkāta,22.5675,88.37,21747000,107.9158935546875,19.08790851408188,0.0,17.40855622868096,Kolkāta,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,Pānihāti,22.69,88.37,377347,107.9158935546875,16.475399680458146,0.0,16.9741643147693,Pānihāti,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,Kāmārhāti,22.67,88.37,330211,107.9158935546875,17.53717557790316,0.0,17.241480605232784,Kāmārhāti,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,Titāgarh,22.74,88.37,116541,93.83283996582031,12.54532115130978,0.0,14.245686127207376,Titāgarh,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,Bārākpur,22.7642,88.3776,152783,93.83283996582031,10.58577439548174,0.0,11.874995951212949,Bārākpur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,Khardah,22.72,88.38,108496,107.9158935546875,14.209720242913095,0.0,15.572498807022098,Khardah,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,Hugli,22.9089,88.3967,179931,35.93785858154297,5.013448928801369,0.0,5.4371802844947545,Hugli,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,Salt Lake City,22.61,88.4,403316,107.9158935546875,19.207855590990423,0.0,17.392092954194204,Salt Lake City,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,Bānsbāria,22.97,88.4,103920,30.80555534362793,3.97246580132191,0.0,4.579067874217062,Bānsbāria,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,Bhātpāra,22.8664,88.4011,386019,35.93785858154297,6.304243870578364,0.0,6.431058485321522,Bhātpāra,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,Chunchura,22.8956,88.4025,288090,35.93785858154297,5.3445724394849,0.0,5.746597951848141,Chunchura,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,Dam Dam,22.637,88.4121,114786,107.9158935546875,18.29794452689185,0.0,17.63497970196148,Dam Dam,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000110,Dīgnagar,23.3283,88.4469,6023,24.434532165527344,1.8504492011213565,0.0,2.307619297377282,Dīgnagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,Krishnanagar,23.4,88.5,153062,22.63900375366211,1.5538595760626142,0.0,1.962995624195182,Krishnanagar,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,Guwāhāti,26.1806,91.7502,2376654,82.6241683959961,3.442574340351199,0.0,5.580104589211751,Guwāhāti,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,Dispur,26.15,91.77,734577,82.6241683959961,3.417706573286942,0.0,5.58757667679959,Dispur,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,Shillong,25.5744,91.8789,143229,28.154254913330078,1.0106879070146428,0.0,2.178767186012658,Shillong,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,Imphāl,24.82,93.95,268243,26.6535587310791,2.001109122868739,0.0,2.660732893531542,Imphāl,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161,Jotsema,25.6736,94.0625,2458,19.221458435058594,0.4514113822185085,0.0,1.2366705252809205,Jotsema,"{""type"":""MultiPoint"",""coordinates"":[]}"
